SC  LATITUDE  LONGITUDE  "Popular" or USGS Spring Name        TF   TC   P.P. 492  Circ. 790  NOAA  AMS                    USGS Quadrangle
OR   43.4690   -118.202  LUCE HOT SPRINGS                     145   63        84       195     10  BURNS                  MCEWEN BUTTE 7.5             
OR   43.7080   -122.288  MCCREDIE SPRINGS                     163   73        22       183      2  ROSEBURG               OAKRIDGE 15                  
OR   45.0180   -117.625  MEDICAL HOT SPRINGS                  140   60        12       201      5  GRANGEVILLE            FLAGSTAFF BUTTE 7.5          
OR   42.6760   -118.344  MICKEY SPRINGS                       187   86      null       196      4  ADEL                   null                         
OR   43.5400   -119.081  MILLPOND HOT SPRING                   79   26        52       null     2  BURNS                  BURNS 7.5                    
OR   43.7630   -117.156  MITCHELL BUTTE HOT SPRING            144   62        79       null     5  BOISE                  MITCHELL BUTTE 7.5           
OR   42.3070   -119.875  MOSS RANCH SPRING                     72   22      null       null     2  ADEL                   PRIDAY RESERVOIR 7.5         
OR   42.2870   -119.867  MOSS RANCH SPRINGS                    83   28        49       null     4  ADEL                   CRUMP LAKE 7.5               
OR   45.3720   -121.697  MOUNT HOOD FUMAROLES                 194   90         1       177      1  THE DALLES             (MOUNT HOOD SOUTH 7.5)       
OR   44.4510   -119.105  MOUNT VERNON HOT SPRINGS             121   49      null       null     2  CANYON CITY            MOUNT VERNON 7.5             
OR   44.0230   -117.460  NEAL HOT SPRINGS                     189   87        75       203      7  BAKER                  JAMIESON 15                  
OR   44.5380   -117.417  NELSON SPRING                         80   27        17       null     4  BAKER                  (DURKEE 15)                  
OR   42.1740   -121.615  OLENE GAP HOT SPRINGS                165   74        28       187      4  KLAMATH FALLS          (MERRILL 15)                 
OR   42.1160   -121.287  OREGON HOT SPRINGS (BIG HOT SPRING)  142   61        29       null     7  KLAMATH FALLS          MALIN 15                     
OR   42.9300   -120.798  PARDON WARM SPRING                    76   24        41       null     3  KLAMATH FALLS          (SUMMER LAKE 7.5)            
OR   43.7320   -121.252  PAULINA SPRINGS                       70   21        32       184      1  CRESCENT               (PAULINA PEAK 7.5)           
OR   44.9270   -117.939  RADIUM HOT SPRINGS                   135   57        17       null     1  BAKER                  HAINES 7.5                   
OR   44.8920   -119.141  RITTER HOT SPRINGS                   106   41        13       null     1  CANYON CITY            RITTER 15                    
OR   43.5010   -119.091  ROADLAND SPRING                       72   22        52       null     4  BURNS                  BURNS 7.5                    
OR   44.7790   -117.811  SAM O SPRING                          80   27        17       null     3  BAKER                  BAKER 7.5                    
OR   42.7560   -117.550  SCOTT SPRING                          68   20        85       null     2  JORDAN VALLEY          (SCOTT RESERVOIR 7.5)        
OR   43.7930   -118.472  SITZ WARM SPRING                       W    W      null       null     4  BURNS                  DREWSEY 15                   
OR   43.7270   -117.203  SNIVELY HOT SPRING                   170   77      null       null     7  BOISE                  OWYHEE DAM 7.5               
OR   43.7030   -117.190  SOUTH BLACK WILLOW SPRING             71   22        82       null     8  BOISE                  (OWYHEE DAM 7.5)             
OR   44.8130   -117.765  SPRING (HOT)                           W    W      null       null     2  BAKER                  BAKER 7.5                    
OR   43.8930   -117.596  SPRINGS                                W    W      null       null     2  BOISE                  HARPER 15                    
OR   44.8670   -121.228  SPRINGS                              125   52         7       null     1  BEND                   EAGLE BUTTE 7.5              
OR   43.3950   -118.308  SPRINGS (HOT)                        106   41        55       null    12  BURNS                  DUNNEAN 7.5                  
OR   42.7250   -120.646  SUMMER LAKE HOT SPRING               109   43        42       188      4  KLAMATH FALLS          SLIDE MTN 7.5                
OR   45.2950   -121.731  SWIM WARM SPRINGS                     79   26         2       null     2  THE DALLES             (MOUNT HOOD SOUTH 7.5)       
OR   42.6880   -117.905  TUDORS SPRING                         68   20        85       null     3  JORDAN VALLEY          null                         
OR   43.2940   -122.367  UMPQUA HOT SPRINGS                   117   47        24       185      4  ROSEBURG               TOKETEE FALLS 15             
OR   45.2060   -117.912  UNION STATION HOT SPRINGS              H    H      null       null     4  GRANGEVILLE            CRAIG MOUNTAIN 7.5           
OR   43.9820   -117.233  VALE HOT SPRINGS                     163   73        77       204      1  BOISE                  (VALE EAST 7.5)              
OR   43.8080   -122.309  WALL CREEK WARM SPRINGS              106   41        21       null     1  ROSEBURG               SARDINE BUTTE 15             
OR   45.0610   -118.455  WARM MINERAL SPRING                   83   28      null       null     4  PENDLETON              FLY VALLEY 7.5               
OR   42.0400   -120.924  WARM SPRING                           92   33      null       null    10  KLAMATH FALLS          STRAWBERRY BUTTE 15          
OR   43.7760   -118.047  WARM SPRING                            W    W      null       null     5  BURNS                  BEULAH 15                    
OR   45.2950   -117.806  WARM SPRING                           85   29      null       null     2  GRANGEVILLE            COVE 7.5                     
OR   42.8150   -118.899  WARM SPRINGS                          89   32        67       null     3  ADEL                   FRENCHGLEN 7.5               
OR   43.9500   -119.634  WARM SPRINGS                          84   29      null       null     1  BURNS                  DELINTMENT LAKE 15           
OR   42.2190   -119.877  WARNER VALLEY RANCH                  198   92        49       null     6  ADEL                   (ADEL 7.5)                   
OR   44.0020   -119.647  WEBERG HOT SPRING                    115   46      null       192      4  CANYON CITY            null                         
OR   45.6310   -119.703  WELL SPRING                           80   27      null       null     1  PENDLETON              WELL SPRING 7.5              
OR   42.3250   -120.327  WHITE ROCK RANCH HOT SPRING           71   21        44       null     6  KLAMATH FALLS          CROOKED CREEK VALLEY 7.5     
OR   42.1330   -121.219  WILKERSONS HOT SPRING                 76   24        30       null     6  KLAMATH FALLS          GERBER RESERVOIR 15          
OR   43.6630   -118.739  null                                  72   22        51       null     8  BURNS                  (BUCHANAN 7.5)               
OR   43.8580   -118.544  null                                 165   74      null       null     3  BURNS                  (VAN 15)                     
OR   43.0730   -117.697  null                                   H    H      null       null    12  BOISE                  (LAMBERT ROCKS 7.5)          
OR   43.2150   -117.502  null                                   H    H        84       null    11  BOISE                  (THE HOLE IN THE GROUND 7.   
OR   43.5890   -117.326  null                                   H    H        83       null     9  BOISE                  (THE ELBOW 7.5)              
OR   43.8930   -117.501  null                                 158   70        76       202      3  BOISE                  (HARPER 15)                  
OR   42.2530   -118.312  null                                 100   38        71       null     9  ADEL                   null                         
OR   42.2540   -118.703  null                                  90   32      null       null     8  ADEL                   (FIELDS 7.5)                 
OR   42.8370   -118.863  null                                  83   28        66       null     2  ADEL                   (PAGE SPRINGS 7.5)           
OR   43.6460   -118.251  null                                 144   62        54       null     9  BURNS                  (UPTON MOUNTAIN 7.5)         
OR   42.5330   -117.182  null                                  95   35        85       null     4  JORDAN VALLEY          null                         
OR   45.5010   -117.973  null                                   W    W        10       null     1  GRANGEVILLE            (ELGIN 7.5)                  
OR   43.1850   -119.058  null                                 154   68        64       193     17  BURNS                  null                         
OR   43.2000   -119.128  null                                 108   42        62       193     16  BURNS                  null                         
OR   43.2100   -119.058  null                                  92   33      null       193     15  BURNS                  null                         
OR   43.2130   -119.137  null                                 104   40        62       193     14  BURNS                  null                         
OR   43.2380   -119.062  null                                  70   21      null       193     13  BURNS                  null                         
OR   43.3380   -119.428  null                                  68   20        56       null     6  BURNS                  null                         
OR   42.0790   -117.760  null                                 126   52        86       200      5  JORDAN VALLEY          null                         
SD   43.4520   -103.508  HOT BROOK SPRINGS                     75   24      null       null     1  HOT SPRINGS            MINNEKHATA NE 7.5            
SD   43.4420   -103.481  HOT SPRINGS                           87   31      null       null     2  HOT SPRINGS            HOT SPRINGS 7.5              
TX   30.2100   -104.562  CAPOTE SPRINGS                        99   37      null       null     1  MARFA                  (CAPOTE FALLS 7.5)           
TX   29.1820   -102.992  HOT SPRINGS                          106   41      null       null     2  EMORY PEAK             BOQUILLAS 7.5                
TX   30.8230   -105.315  INDIAN HOT SPRINGS                   117   47         2       null     2  MARFA                  INDIAN HOT SPRINGS 7.5       
TX   30.1330   -104.602  NIXON SPRING                          90   32      null       null     2  MARFA                  CAPOTE FALLS 7.5             
TX   30.8610   -105.340  RED BULL SPRING                       99   37         1       null     1  MARFA                  INDIAN HOT SPRINGS 7.5       
TX   29.1780   -102.953  RIO GRANDE VILLAGE SPRING             97   36      null       null     3  EMORY PEAK             BOQUILLAS 7.5                
TX   30.0380   -104.598  RUIDOSA HOT SPRINGS                  113   45         3       null     3  MARFA                  RUIDOSA HOT SPRINGS          
TX   29.7870   -104.462  SPRINGS (LAS CIENEGAS)                86   30      null       null     1  PRESIDIO               CERRO ORONA 7.5              
TX   29.8050   -102.376  null                                  90   32      null       null     1  EMORY PEAK             (INDIAN WELLS 15)            
UT   39.6130   -112.729  BAKER (ABRAHAM, CRATER) HOT SPRINGS  180   82        24       205      3  DELTA                  BAKER HOT SPRINGS 7.5        
UT   40.8150   -111.918  BECKS HOT SPRING                     133   56        11       null     1  SALT LAKE CITY         SALT LAKE CITY NORTH 7.5     
UT   37.1660   -113.383  BERRY SPRINGS                         75   24      null       null     5  CEDAR CITY             HURRICANE 15                 
UT   38.1380   -112.863  BIG MAPLE SPRING                      70   21      null       null    16  RICHFIELD              MINERSVILLE 15               
UT   40.7430   -112.642  BIG WARM SPRINGS                      72   22         9       null     2  TOOELE                 TIMPIE 15                    
UT   40.1760   -111.801  BIRD ISLAND                           86   30      null       null    16  SALT LAKE CITY         (LINCOLN POINT 7.5)          
UT   41.8330   -112.454  BLUE CREEK SPRING                     82   28         2       null     4  BRIGHAM CITY           HOWELL 7.5                   
UT   40.5020   -114.038  BLUE LAKE SPRING                      84   29      null       null     1  ELKO                   WENDOVER SE 7.5              
UT   41.7220   -112.266  BOTHWELL WARM SPRINGS                 75   24      null       null     5  BRIGHAM CITY           (THATCHER MOUNTAIN 7.5)      
UT   40.4580   -111.929  CAMP WILLIAMS                         70   21      null       null    10  SALT LAKE CITY         (JORDAN NARROWS 7.5)         
UT   40.0380   -111.529  CASTILLA SPRINGS                     104   40        18       null    20  SALT LAKE CITY         SPANISH FORK PEAK 7.5        
UT   41.0380   -111.656  COMO SPRINGS                          81   27      null       null     4  OGDEN                  MORGAN 7.5                   
UT   41.2390   -112.413  COMPTON SPRING                        72   22         5       null    13  BRIGHAM CITY           PROMONTORY POINT 7.5         
UT   38.7700   -112.871  COYOTE SPRING                         68   20      null       null     5  RICHFIELD              CRUZ 7.5                     
UT   39.4240   -113.485  COYOTE SPRING                         82   28      null       null     5  DELTA                  SWASEY PEAK NW 7.5           
UT   41.9010   -112.999  COYOTE SPRING                        109   43      null       null     1  BRIGHAM CITY           MONUMENT PEAK NW 7.5         
UT   40.3530   -111.895  CRATER HOT SPRING                    111   44      null       null    11  SALT LAKE CITY         (SARATOGA SPRINGS 7.5)       
UT   41.6590   -112.087  CRYSTAL (MADSENS) HOT SPRINGS        129   54         4       null     6  BRIGHAM CITY           HONEYVILLE 7.5               
UT   40.4880   -111.911  CRYSTAL HOT SPRINGS                  187   86        13       null     9  SALT LAKE CITY         JORDAN NARROWS 7.5           
UT   41.8340   -112.054  CUTLER WARM SPRING                    73   23      null       null     3  BRIGHAM CITY           (CUTLER DAM 7.5)             
UT   40.1720   -112.426  DAVIS                                 68   20      null       null    14  TOOELE                 (FAUST 7.5)                  
UT   40.5380   -112.747  DESERET LIVESTOCK                     75   24      null       null    11  TOOELE                 (TIMPIE 15)                  
UT   40.5580   -112.739  DESERET LIVESTOCK SOUTH SPRING        72   22      null       null    10  TOOELE                 TIMPIE 15                    
UT   40.5650   -112.738  DESERET LIVESTOCK SOUTH SPRINGS       73   23      null       null     9  TOOELE                 TIMPIE 15                    
UT   40.1180   -111.337  DIAMOND FORK WARM SPRINGS             68   20        19       null    19  SALT LAKE CITY         RAYS VALLEY 7.5              
UT   37.1890   -113.272  DIXIE (LAVERKIN) HOT SPRINGS         108   42        54       null     3  CEDAR CITY             HURRICANE 15                 
UT   38.2170   -112.904  DOTSONS (RADIUM) WARM SPRING          91   33        53       null    13  RICHFIELD              MINERSVILLE 7.5              
UT   40.5450   -111.928  EAST JORDAN CANAL                     73   23      null       null     4  SALT LAKE CITY         (MIDVALE 7.5)                
UT   40.3320   -111.891  FAULT ZONE SPRING                     90   32      null       null    13  SALT LAKE CITY         (SARATOGA SPRINGS 7.5)       
UT   39.8420   -113.392  FISH SPRINGS                          82   28        22       null     3  DELTA                  FISH SPRINGS SW 7.5          
UT   39.6160   -112.803  FUMAROLE BUTTE                        73   23      null       null     2  DELTA                  FUMAROLE BUTTE 7.5           
UT   41.9170   -111.958  GANCHEFF SPRING                       88   31      null       null     1  OGDEN                  TRENTON 7.5                  
UT   39.4640   -114.038  GANDY WARM SPRINGS                    81   27        25       null     1  ELY                    null                         
UT   39.9550   -111.858  GOSHEN WARM SRINGS                    73   23        17       null     1  PRICE                  SANTAQUIN 15                 
UT   40.6470   -112.524  GRANTSVILLE WARM SPRINGS              77   25        10       null     6  TOOELE                 TIMPIE 15                    
UT   37.1380   -113.528  GREEN SPRING                          75   24      null       null     7  CEDAR CITY             ST. GEORGE 15                
UT   38.8500   -112.490  HATTON HOT SPRING                    100   38      null       null     3  RICHFIELD              FILLMORE 15                  
UT   41.8290   -113.654  HEAD SPRING                           70   21      null       null     2  BRIGHAM CITY           YOST 15                      
UT   40.7880   -112.017  HOBO WARM SPRING                      84   29      null       null     1  TOOELE                 SALTAIR 7.5                  
UT   41.1380   -112.175  HOOPER HOT SPRINGS                   140   60      null       null    14  BRIGHAM CITY           OGDEN BAY 7.5                
UT   40.6140   -112.709  HORSESHOE SPRINGS                     73   23      null       null     8  TOOELE                 TIMPIE 15                    
UT   37.3930   -113.610  IRVINE SPRING                         70   21      null       null     1  CEDAR CITY             CENTRAL EAST 7.5             
UT   38.6030   -112.111  JOHNSON WARM SPRING                   77   25        47       null    10  RICHFIELD              MONROE 15                    
UT   38.6130   -112.202  JOSEPH HOT SPRINGS                   147   64        49       207      9  RICHFIELD              MONROE 15                    
UT   41.5630   -113.954  KIMBER (ROSE) SPRING                  68   20      null       null     9  BRIGHAM CITY           TOMS CABIN SPRING 7.5        
UT   39.2490   -113.877  KNOLL SPRINGS                         68   20        27       null    11  DELTA                  CONGER RANGE 15              
UT   41.8220   -113.263  L.G. CARTER SPRINGS                   77   25      null       null     3  BRIGHAM CITY           PARK VALLEY 15               
UT   41.8180   -113.311  LARSON SPRINGS                        70   21      null       null     4  BRIGHAM CITY           PARK VALLEY 15               
UT   37.9420   -112.438  LEFEVRE                               90   32      null       null     1  CEDAR CITY             (PANGUITCH NW 7.5)           
UT   40.1460   -111.806  LINCOLN POINT WARM SPRINGS            90   32        16       null    18  SALT LAKE CITY         (LINCOLN POINT 7.5)          
UT   41.5820   -112.256  LITTLE MOUNTAIN HOT SPRING           108   42         4       null     8  BRIGHAM CITY           PUBLIC SHOOTING GROUNDS 7.5  
UT   39.2460   -111.645  LIVINGSTON WARM SPRINGS               73   23        31       null     3  PRICE                  (STERLING 7.5)               
UT   38.8640   -112.506  MEADOW HOT SPRINGS                   106   41        28       null     2  RICHFIELD              TABERNACLE HILL 15           
UT   40.5170   -111.475  MIDWAY HOT SPRING                    115   46        14       null     8  SALT LAKE CITY         HEBER CITY 7.5               
UT   40.5250   -111.468  MIDWAY HOT SPRINGS                   104   40        14       null     7  SALT LAKE CITY         HEBER CITY 7.5               
UT   40.5260   -111.488  MIDWAY HOT SPRINGS                   100   38        14       null     6  SALT LAKE CITY         HEBER CITY 7.5               
UT   38.6330   -112.107  MONROE (COOPER) HOT SPRINGS          169   76        48       206      8  RICHFIELD              MONROE 15                    
UT   40.3970   -112.421  MORGANS WARM SPRING                   80   27        10       null    12  TOOELE                 STOCKTON 15                  
UT   39.8870   -113.413  NORTH SPRINGS                         82   28        21       null     2  DELTA                  FISH SPRINGS NW 7.5          
UT   41.2360   -111.924  OGDEN HOT SPRING                     135   57         8       null     3  OGDEN                  OGDEN 7.5                    
UT   41.3280   -111.826  PATIO SPRINGS                         68   20         7       null     2  OGDEN                  HUNTSVILLE 7.5               
UT   41.4490   -112.442  POULSEN SPRING (SALT)                 72   22      null       null    10  BRIGHAM CITY           EAST PROMONTORY 7.5          
UT   41.8310   -113.391  PUGSLEY                               73   23      null       null     1  BRIGHAM CITY           PARK VALLEY 15               
UT   39.7880   -111.881  RAY LUNT SPRING                       68   20      null       null     2  PRICE                  SANTAQUIN 15                 
UT   37.1740   -112.535  RED CANYON                            72   22      null       null     3  CEDAR CITY             (KANAB 15)                   
UT   38.6390   -112.098  RED HILL HOT SPRING                  171   77      null       206      7  RICHFIELD              MONROE 15                    
UT   40.6530   -112.907  REDLUM SPRING                         70   21      null       null     5  TOOELE                 null                         
UT   38.7740   -112.096  RICHFIELD WARM SPRINGS                73   23        42       null     4  RICHFIELD              (RICHFIELD 15)               
UT   38.5030   -112.849  ROOSEVELT HOT SPRINGS                133   56        51       209     12  RICHFIELD              (PINNACLE PASS 7.5)          
UT   40.3900   -112.424  RUSSELLS WARM SPRINGS                 72   22        10       null    13  TOOELE                 STOCKTON 15                  
UT   38.9810   -111.829  SALT SPRING                           72   22        38       null     1  SALINA                 (SALINA 7.5)                 
UT   40.3500   -111.905  SARATOGA HOT SPRINGS                 111   44        15       null    12  SALT LAKE CITY         SARATOGA SPRINGS 7.5         
UT   37.1780   -113.634  SNOW SPRING                           70   21      null       null     4  CEDAR CITY             ST. GEORGE 15                
UT   39.3340   -113.518  SOUTH TULE SPRING                     77   25      null       null     9  DELTA                  COWBOY PASS 15               
UT   40.4650   -109.221  SPLIT MOUNTAIN WARM SPRINGS           86   30        19       null     1  VERNAL                 SPLIT MOUNTAIN 7.5           
UT   41.6870   -113.986  SPRING (HOT)                         108   42      null       null     7  BRIGHAM CITY           GROUSE CREEK 7.5             
UT   38.7620   -112.870  SPRINGS                               68   20      null       null     6  RICHFIELD              CRUZ 7.5                     
UT   39.8990   -112.045  SPRINGS                               72   22      null       null     1  DELTA                  EUREKA 7.5                   
UT   41.6430   -112.281  SPRINGS                               72   22      null       null     7  BRIGHAM CITY           THATCHER MOUNTAIN 7.5        
UT   39.1830   -111.691  STERLING (PEACOCK) WARM SPRING        72   22        35       null     4  PRICE                  STERLING 7.5                 
UT   41.5780   -112.230  STINKING HOT SPRINGS                 118   48      null       null     9  BRIGHAM CITY           BEAR RIVER CITY 7.5          
UT   38.5600   -112.578  SULPHURDALE                           72   22      null       208     11  RICHFIELD              COVE FORT 15                 
UT   37.9370   -112.424  TEBBS                                 68   20      null       null     2  CEDAR CITY             PANGUITCH NW 7.5             
UT   38.1720   -113.204  THERMO HOT SPRINGS                   181   83        52       210      3  RICHFIELD              THERMO 15                    
UT   38.1860   -113.197  THERMO HOT SPRINGS                   185   85        52       210      2  RICHFIELD              THERMO 15                    
UT   39.3500   -113.515  TULE SPRING                           82   28      null       null     8  DELTA                  COWBOY PASS 15               
UT   39.4030   -113.863  TWIN SPRINGS                          68   20      null       null     6  DELTA                  GANDY 15                     
UT   41.8550   -112.158  UDY HOT SPRINGS                      124   51         3       null     2  BRIGHAM CITY           RIVERSIDE 7.5                
UT   38.1860   -112.912  US BLM                                91   33      null       null    14  RICHFIELD              (MINERSVILLE 7.5)            
UT   40.7330   -112.621  UTAH FISH AND GAME DEPT               75   24      null       null     3  TOOELE                 (TIMPIE 15)                  
UT   41.3380   -112.031  UTAH HOT SPRINGS                     138   59         6       null    11  BRIGHAM CITY           PLAIN CITY 7.5               
UT   37.3350   -113.687  VEYO HOT SPRING                       90   32      null       null     2  CEDAR CITY             VEYO 7.5                     
UT   37.1580   -113.399  VIRGIN RIVER SPRING                   70   21      null       null     6  CEDAR CITY             HURRICANE 15                 
UT   41.8080   -113.327  W.R. CARTER SPRINGS                   70   21      null       null     5  BRIGHAM CITY           PARK VALLEY 15               
UT   40.5360   -111.478  WARM DITCH SPRING                    115   46      null       null     5  SALT LAKE CITY         HEBER CITY 7.5               
UT   37.1370   -113.513  WARM SPRING                           75   24      null       null     8  CEDAR CITY             (ST. GEORGE 15)              
UT   37.7000   -110.421  WARM SPRING                           79   26        57       null     1  ESCALANTE              (MANCOS MESA 15)             
UT   41.6140   -113.613  WARM SPRING                           68   20      null       null     8  BRIGHAM CITY           PROHIBITION SPRING 7.5       
UT   41.7560   -113.603  WARM SPRING                           81   27         1       null     6  BRIGHAM CITY           YOST 15                      
UT   40.4470   -110.828  WARM SPRINGS                          79   26      null       null     1  SALT LAKE CITY         HANNA 7.5                    
UT   40.2340   -111.865  WARM SPRINGS                          77   25      null       null    14  SALT LAKE CITY         (LINCOLN POINT 7.5)          
UT   40.2280   -111.867  WARM SPRINGS                          75   24      null       null    15  SALT LAKE CITY         (LINCOLN POINT 7.5)          
UT   37.0960   -113.447  WARNER VALLEY SPRING                  70   21      null       null     9  CEDAR CITY             HURRICANE 15                 
UT   40.7880   -111.899  WASATCH HOT SPRINGS                  108   42        12       null     2  SALT LAKE CITY         SALT LAKE CITY NORTH 7.5     
UT   38.1550   -112.901  WILLOW SPRING                         72   22      null       null    15  RICHFIELD              MINERSVILLE 7.5              
UT   39.9060   -113.430  WILSON HEALTH SPRINGS                142   61        20       null     1  DELTA                  FISH SPRINGS NW 7.5          
UT   40.1670   -111.622  WOOD SPRINGS                          73   23      null       null    17  SALT LAKE CITY         (SPRINGVILLE 7.5)            
UT   38.3400   -113.220  WOODHOUSE SPRING                      72   22      null       null     1  RICHFIELD              MILFORD 15                   
UT   40.7030   -112.579  null                                  68   20      null       null     4  TOOELE                 (TIMPIE 15)                  
UT   40.6250   -112.703  null                                  72   22      null       null     7  TOOELE                 (TIMPIE 15)                  
UT   40.6970   -111.493  null                                  70   21      null       null     3  SALT LAKE CITY         PARK CITY EAST 7.5           
UT   39.3050   -113.491  null                                  81   27      null       null    10  DELTA                  (SWASEY PEAK SW 7.5)         
UT   39.3880   -113.504  null                                  77   25      null       null     7  DELTA                  (COWBOY PASS 15)             
UT   38.8690   -112.484  null                                  72   22      null       null     1  RICHFIELD              (FILLMORE 15)                
UT   41.3360   -112.406  null                                  77   25      null       null    12  BRIGHAM CITY           POKES POINT 7.5              
UT   39.4290   -113.881  null                                  68   20        26       null     4  DELTA                  (GANDY 15)                   
VA   37.1600   -80.8060  ALUM SPRINGS                          72   22        19       null     3  BLUEFIELD              WHITE GATE 7.5               
VA   38.2180   -79.6730  BOLAR SPRING                          73   23         6       null     2  CHARLOTTESVILLE        BURNSVILLE 7.5               
VA   38.2380   -79.6500  BRAGG SPRING                          75   24         5       null     1  CHARLOTTESVILLE        (BURNSVILLE 7.5)             
VA   37.8700   -79.9330  FALLING SPRING                        77   25        13       null     4  ROANOKE                COVINGTON 7.5                
VA   37.9630   -79.8610  HEALING SPRINGS                       86   30         9       null     2  ROANOKE                HEALING SPRINGS 7.5          
VA   37.9970   -79.8300  HOT SPRINGS                          106   41         8       null     1  ROANOKE                HEALING SPRINGS 7.5          
VA   37.8600   -79.9880  LAYTON SPRING                         72   22        12       null     5  ROANOKE                (COVINGTON 7.5)              
VA   37.2900   -80.6190  NEW RIVER WHITE SULPHUR SPRINGS       85   29        18       null     2  BLUEFIELD              (EGGLESTON 7.5)              
VA   37.8980   -79.4620  ROCKBRIDGE BATHS                      72   22        11       null     3  ROANOKE                GOSHEN 7.5                   
VA   37.6450   -80.2380  SWEET CHALYBEATE SPRING               75   24        14       null     1  BLUEFIELD              ALLEGHANY 7.5                
VA   38.0550   -79.7800  WARM SPRINGS                          95   35         7       null     3  CHARLOTTESVILLE        WARM SPRINGS 7.5             
WA   48.7630   -121.667  BAKER HOT SPRING                     108   42         1       212      3  CONCRETE               MT. SHUKSAN 15               
WA   45.7010   -121.728  COLLINS HOT SPRINGS                  122   50      null       null     4  THE DALLES             (HOOD RIVER 15)              
WA   48.7890   -121.804  DORR FUMAROLE FIELD                  194   90      null       null     1  CONCRETE               (MT. BAKER 15)               
WA   46.0410   -121.181  FISH HATCHERY WARM SPRING             75   24      null       null     7  YAKIMA                 (OUTLET FALLS 7.5)           
WA   48.1500   -121.062  GAMMA HOT SPRINGS                    140   60      null       213      5  CONCRETE               GLACIER PEAK 15              
WA   47.8920   -121.342  GARLAND MINERAL SPRINGS               84   29         6       null     1  WENATCHEE              BLANCA LAKE 7.5              
WA   47.4840   -121.391  GOLDMEYER HOT SPRINGS                127   53         8       null     3  WENATCHEE              SNOQUALMIE PASS 15           
WA   46.3780   -122.265  GREEN RIVER SODA SPRING               86   30      null       null     1  HOQUIAM                ELK ROCK 15                  
WA   48.9740   -119.475  HOT LAKE                             122   50      null       null     1  OKANOGAN               OROVILLE 15                  
WA   48.1180   -121.192  KENNEDY HOT SPRING                   100   38         5       null     6  CONCRETE               GLACIER PEAK 15              
WA   45.8210   -121.133  KLICKITAT MINERAL SPRINGS             81   27      null       null     1  THE DALLES             (KLICKITAT 15)               
WA   47.2010   -121.536  LESTER HOT SPRINGS                   120   49         9       null     4  WENATCHEE              GREENWATER 15                
WA   46.7520   -121.814  LONGMIRE MINERAL SPRINGS              77   25      null       null     2  YAKIMA                 MT. RAINIER WEST 7.5         
WA   45.6580   -121.962  MOFFETTS (BONNEVILLE) HOT SPRINGS     97   36        16       null     5  THE DALLES             BONNEVILLE DAM 15            
WA   46.2020   -121.492  MOUNT ADAMS FUMAROLES                150   66        12       null     6  YAKIMA                 (MOUNT ADAMS EAST 7.5)       
WA   46.8520   -121.758  MT RAINIER FUMAROLES                 162   72      null       null     1  YAKIMA                 (MT. RAINIER WEST 7.5)       
WA   46.1980   -122.197  MT ST HELENS FUMAROLES               190   88        12       null     2  HOQUIAM                (MOUNT ST. HELENS 15)        
WA   46.7380   -121.562  OHANAPECOSH HOT SPRINGS              122   50        11       214      3  YAKIMA                 PACKWOOD 15                  
WA   47.9770   -123.682  OLYMPIC HOT SPRINGS                  118   48         3       null     1  SEATTLE                MOUNT CARRIE 7.5             
WA   46.3450   -121.600  ORR CREEK WARM SPRINGS                72   22      null       null     5  YAKIMA                 (GREEN MOUNTAIN 7.5)         
WA   46.5750   -121.706  PACKWOOD HOT SPRING                  100   38      null       null     4  YAKIMA                 (PACKWOOD 15)                
WA   48.9060   -119.455  POISON LAKE                          122   50      null       null     2  OKANOGAN               (OROVILLE 15)                
WA   45.7230   -121.927  ROCK CREEK HOT SPRINGS                 H    H      null       null     3  THE DALLES             BONNEVILLE DAM 15            
WA   47.7070   -121.155  SCENIC HOT SPRINGS                   122   50         7       null     2  WENATCHEE              (SCENIC 7.5)                 
WA   48.7700   -121.813  SHERMAN CRATER FUMAROLES             266  130      null       null     2  CONCRETE               (MT. BAKER 15)               
WA   46.4520   -120.956  SIMCOE SODA SPRINGS                   90   32        12       null     1  YAKIMA                 YESMOWIT CANYON 7.5          
WA   47.9690   -123.864  SOL DUC HOT SPRINGS                  122   50         2       null     2  SEATTLE                BOGACHIEL PEAK 7.5           
WA   45.7280   -121.800  ST MARTINS HOT SPRINGS               120   49      null       null     2  THE DALLES             BONNEVILLE DAM 15            
WA   48.2540   -121.170  SULPHUR CREEK HOT SPRINGS             99   37         4       null     4  CONCRETE               DOWNEY MTN. 7.5              
WA   46.0240   -118.771  WARM SPRINGS CANYON WARM SPRING       72   22      null       null     1  WALLA WALLA            ZANGAR JUNCTION 7.5          
WV   39.6180   -78.2300  BERKELEY SPRINGS                      72   22         3       null     1  CUMBERLAND             HANCOCK 7.5                  
WV   38.1630   -79.9750  MINNEHAHA SPRINGS                     70   21        24       null     2  CHARLOTTESVILLE        MINNEHAHA SPRINGS 7.5        
WV   37.6300   -80.2400  OLD SWEET SPRING                      73   23        27       null     1  BLUEFIELD              ALLEGHANY 7.5                
WV   39.4710   -77.8770  SWAN POND SPRING                      72   22         4       null     1  BALTIMORE              (MARTINSBURG 7.5)            
WV   38.6050   -79.3530  THORN SPRING                          72   22        16       null     1  CHARLOTTESVILLE        (SUGAR GROVE 7.5)            
